Eps    1: ENVT  101: ENVR   -204.9 :EC  0:TS  101: R   -278.0 :eps 1.000:Act ((Robot(R1): Node(25)->Node(57)),(Robot(R2): Node(24)->Node(56)),(Robot(R3): Node(32)->Node(62)),(Robot(R4): Node(21)->Node(53)),(Robot(R5): Node(69)->Node(9)),(Robot(R6): Node(10)->Node(44)),(Robot(R7): Node(105)->Node(65)),(Robot(R8): Node(76)->Node(10)),(Robot(R9): Node(41)->Node(6))) 
Eps 3546: ENVT  101: ENVR   -301.2 :EC  0:TS  101: R   -347.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(4)->Node(40)),(Robot(R7): Node(1)->Node(37)),(None: None->None),(None: None->None)) 
Eps 3547: ENVT  101: ENVR   -301.2 :EC  0:TS  101: R   -343.6 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(86)->Node(20)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(89)->Node(29)),(Robot(R7): Node(19)->Node(85)),(Robot(R8): Node(78)->Node(12)),(Robot(R9): Node(60)->Node(29))) 
Eps 3548: ENVT  101: ENVR   -301.2 :EC  0:TS  101: R   -294.7 :eps 0.000:Act ((Robot(R1): Node(5)->Node(71)),(Robot(R2): Node(40)->Node(100)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(100)->Node(40)),(None: None->None),(None: None->None)) 
Eps 3549: ENVT  101: ENVR   -301.2 :EC  0:TS  101: R   -265.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(19)->Node(51)),(Robot(R5): Node(22)->Node(54)),(Robot(R6): Node(28)->Node(88)),(Robot(R7): Node(52)->Node(19)),(None: None->None),(None: None->None)) 
Eps 3550: ENVT  101: ENVR   -176.9 :EC  0:TS  101: R   -261.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(55)->Node(22)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(22)->Node(54)),(Robot(R9): Node(88)->Node(22))) 
Eps 3551: ENVT  101: ENVR   -176.9 :EC  0:TS  101: R   -263.6 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(28)->Node(88)),(Robot(R3): Node(36)->Node(96)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3552: ENVT  101: ENVR   -176.9 :EC  0:TS  101: R   -226.8 :eps 0.000:Act ((Robot(R1): Node(17)->Node(83)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(70)->Node(4)),(Robot(R7): Node(10)->Node(70)),(None: None->None),(None: None->None)) 
Eps 3553: ENVT  101: ENVR   -176.9 :EC  0:TS  101: R   -267.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(46)->Node(13)),(Robot(R4): Node(2)->Node(38)),(None: None->None),(None: None->None),(Robot(R7): Node(102)->Node(62)),(None: None->None),(None: None->None)) 
Eps 3554: ENVT  101: ENVR   -176.9 :EC  0:TS  101: R   -197.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(10)->Node(70)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3555: ENVT  101: ENVR   -328.1 :EC  0:TS  101: R   -338.2 :eps 0.000:Act ((Robot(R1): Node(5)->Node(71)),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(71)->Node(11)),(Robot(R6): Node(11)->Node(77)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3556: ENVT  101: ENVR   -328.1 :EC  0:TS  101: R   -291.9 :eps 0.000:Act ((Robot(R1): Node(93)->Node(33)),(Robot(R2): Node(40)->Node(5)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(60)->Node(29)),(None: None->None)) 
Eps 3557: ENVT  101: ENVR   -328.1 :EC  0:TS  101: R   -309.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(68)->Node(2)),(Robot(R3): Node(97)->Node(37)),(Robot(R4): Node(30)->Node(90)),(Robot(R5): Node(13)->Node(79)),(Robot(R6): Node(35)->Node(65)),(Robot(R7): Node(61)->Node(101)),(Robot(R8): Node(41)->Node(6)),(None: None->None)) 
Eps 3558: ENVT  101: ENVR   -328.1 :EC  0:TS  101: R   -340.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(41)->Node(6)),(Robot(R3): Node(72)->Node(6)),(None: None->None),(None: None->None),(Robot(R6): Node(6)->Node(66)),(None: None->None),(Robot(R8): Node(46)->Node(13)),(None: None->None)) 
Eps 3559: ENVT  101: ENVR   -328.1 :EC  0:TS  101: R   -179.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(101)->Node(61)),(Robot(R7): Node(22)->Node(82)),(None: None->None),(Robot(R9): Node(2)->Node(38))) 
Eps 3560: ENVT  101: ENVR   -294.2 :EC  0:TS  101: R   -219.8 :eps 0.000:Act ((Robot(R1): Node(51)->Node(18)),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(18)->Node(78)),(None: None->None),(None: None->None),(Robot(R8): Node(26)->Node(58)),(None: None->None)) 
Eps 3561: ENVT  101: ENVR   -294.2 :EC  0:TS  101: R   -395.5 :eps 0.000:Act ((Robot(R1): Node(5)->Node(71)),(Robot(R2): Node(48)->Node(15)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(102)->Node(62)),(Robot(R7): Node(81)->Node(21)),(Robot(R8): Node(61)->Node(30)),(None: None->None)) 
Eps 3562: ENVT  101: ENVR   -294.2 :EC  0:TS  101: R   -344.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3563: ENVT  101: ENVR   -294.2 :EC  0:TS  101: R   -320.6 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(13)->Node(47)),(None: None->None),(None: None->None),(Robot(R6): Node(18)->Node(78)),(None: None->None),(Robot(R8): Node(20)->Node(80)),(None: None->None)) 
Eps 3564: ENVT  101: ENVR   -294.2 :EC  0:TS  101: R   -250.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(75)->Node(15)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3565: ENVT  101: ENVR   -393.1 :EC  0:TS  101: R   -348.7 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(105)->Node(65)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3566: ENVT  101: ENVR   -393.1 :EC  0:TS  101: R   -311.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(5)->Node(71)),(None: None->None),(Robot(R4): Node(71)->Node(11)),(None: None->None),(None: None->None),(Robot(R7): Node(101)->Node(61)),(None: None->None),(Robot(R9): Node(11)->Node(77))) 
Eps 3567: ENVT  101: ENVR   -393.1 :EC  0:TS  101: R   -325.6 :eps 0.000:Act ((Robot(R1): Node(88)->Node(22)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(24)->Node(56)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3568: ENVT  101: ENVR   -393.1 :EC  0:TS  101: R   -271.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(97)->Node(37)),(None: None->None),(None: None->None),(Robot(R5): Node(61)->Node(30)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3569: ENVT  101: ENVR   -393.1 :EC  0:TS  101: R   -393.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(57)->Node(26)),(Robot(R4): Node(26)->Node(58)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3570: ENVT  101: ENVR   -298.5 :EC  0:TS  101: R   -267.3 :eps 0.000:Act ((Robot(R1): Node(102)->Node(62)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3571: ENVT  101: ENVR   -298.5 :EC  0:TS  101: R   -297.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(63)->Node(32)),(None: None->None),(None: None->None)) 
Eps 3572: ENVT  101: ENVR   -298.5 :EC  0:TS  101: R   -376.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3573: ENVT  101: ENVR   -298.5 :EC  0:TS  101: R   -404.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(30)->Node(90))) 
Eps 3574: ENVT  101: ENVR   -298.5 :EC  0:TS  101: R   -348.5 :eps 0.000:Act ((Robot(R1): Node(99)->Node(39)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(91)->Node(31)),(None: None->None)) 
Eps 3575: ENVT  101: ENVR   -311.8 :EC  0:TS  101: R   -326.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(91)->Node(31)),(None: None->None),(Robot(R6): Node(39)->Node(99)),(Robot(R7): Node(99)->Node(39)),(None: None->None),(None: None->None)) 
Eps 3576: ENVT  101: ENVR   -311.8 :EC  0:TS  101: R   -356.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(22)->Node(82))) 
Eps 3577: ENVT  101: ENVR   -311.8 :EC  0:TS  101: R   -362.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(9)->Node(75)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3578: ENVT  101: ENVR   -311.8 :EC  0:TS  101: R   -334.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(37)->Node(97)),(None: None->None),(Robot(R8): Node(97)->Node(37)),(None: None->None)) 
Eps 3579: ENVT  101: ENVR   -311.8 :EC  0:TS  101: R   -307.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3580: ENVT  101: ENVR   -295.6 :EC  0:TS  101: R   -284.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3581: ENVT  101: ENVR   -295.6 :EC  0:TS  101: R   -302.3 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(60)->Node(29)),(None: None->None),(Robot(R5): Node(30)->Node(90)),(None: None->None),(Robot(R7): Node(64)->Node(33)),(None: None->None),(None: None->None)) 
Eps 3582: ENVT  101: ENVR   -295.6 :EC  0:TS  101: R   -390.6 :eps 0.000:Act ((Robot(R1): Node(6)->Node(66)),(Robot(R2): Node(50)->Node(17)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3583: ENVT  101: ENVR   -295.6 :EC  0:TS  101: R   -428.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(58)->Node(27)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3584: ENVT  101: ENVR   -295.6 :EC  0:TS  101: R   -313.7 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(21)->Node(53)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3585: ENVT  101: ENVR   -350.0 :EC  0:TS  101: R   -350.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(99)->Node(39)),(Robot(R7): Node(56)->Node(25)),(None: None->None),(None: None->None)) 
Eps 3586: ENVT  101: ENVR   -350.0 :EC  0:TS  101: R   -317.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3587: ENVT  101: ENVR   -350.0 :EC  0:TS  101: R   -382.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3588: ENVT  101: ENVR   -350.0 :EC  0:TS  101: R   -347.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3589: ENVT  101: ENVR   -350.0 :EC  0:TS  101: R   -329.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(102)->Node(62)),(Robot(R7): Node(50)->Node(17)),(Robot(R8): Node(62)->Node(102)),(None: None->None)) 
Eps 3590: ENVT  101: ENVR   -205.3 :EC  0:TS  101: R   -250.7 :eps 0.000:Act ((Robot(R1): Node(95)->Node(35)),(Robot(R2): Node(36)->Node(1)),(Robot(R3): Node(29)->Node(95)),(None: None->None),(None: None->None),(Robot(R6): Node(39)->Node(99)),(None: None->None),(Robot(R8): Node(89)->Node(29)),(None: None->None)) 
Eps 3591: ENVT  101: ENVR   -205.3 :EC  0:TS  101: R   -289.5 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(11)->Node(45)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3592: ENVT  101: ENVR   -205.3 :EC  0:TS  101: R   -340.1 :eps 0.000:Act ((Robot(R1): Node(40)->Node(5)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3593: ENVT  101: ENVR   -205.3 :EC  0:TS  101: R   -411.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(104)->Node(64)),(Robot(R3): Node(22)->Node(82)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(64)->Node(33)),(None: None->None)) 
Eps 3594: ENVT  101: ENVR   -205.3 :EC  0:TS  101: R   -412.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3595: ENVT  101: ENVR   -309.5 :EC  0:TS  101: R   -377.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3596: ENVT  101: ENVR   -309.5 :EC  0:TS  101: R   -433.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(45)->Node(10)),(None: None->None),(Robot(R4): Node(12)->Node(46)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(25)->Node(57)),(None: None->None)) 
Eps 3597: ENVT  101: ENVR   -309.5 :EC  0:TS  101: R   -321.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(3)->Node(69)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3598: ENVT  101: ENVR   -309.5 :EC  0:TS  101: R   -361.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(15)->Node(49)),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(48)->Node(15))) 
Eps 3599: ENVT  101: ENVR   -309.5 :EC  0:TS  101: R   -266.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3600: ENVT  101: ENVR   -417.1 :EC  0:TS  101: R   -418.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(64)->Node(104)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3601: ENVT  101: ENVR   -417.1 :EC  0:TS  101: R   -338.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(60)->Node(29)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(27)->Node(59)),(None: None->None)) 
Eps 3602: ENVT  101: ENVR   -417.1 :EC  0:TS  101: R   -327.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(37)->Node(97))) 
Eps 3603: ENVT  101: ENVR   -417.1 :EC  0:TS  101: R   -359.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(39)->Node(99)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(58)->Node(27)),(Robot(R8): Node(22)->Node(54)),(None: None->None)) 
Eps 3604: ENVT  101: ENVR   -417.1 :EC  0:TS  101: R   -354.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(64)->Node(104)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3605: ENVT  101: ENVR   -315.3 :EC  0:TS  101: R   -346.2 :eps 0.000:Act ((Robot(R1): Node(54)->Node(21)),(Robot(R2): Node(21)->Node(87)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(64)->Node(104)),(None: None->None)) 
Eps 3606: ENVT  101: ENVR   -315.3 :EC  0:TS  101: R   -257.6 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(41)->Node(6)),(None: None->None),(Robot(R4): Node(12)->Node(46)),(Robot(R5): Node(62)->Node(31)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3607: ENVT  101: ENVR   -315.3 :EC  0:TS  101: R   -306.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(104)->Node(64))) 
Eps 3608: ENVT  101: ENVR   -315.3 :EC  0:TS  101: R   -414.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3609: ENVT  101: ENVR   -315.3 :EC  0:TS  101: R   -428.4 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(62)->Node(102)),(None: None->None),(None: None->None),(Robot(R6): Node(40)->Node(100)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3610: ENVT  101: ENVR   -292.5 :EC  0:TS  101: R   -292.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(61)->Node(101)),(Robot(R6): Node(30)->Node(90)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3611: ENVT  101: ENVR   -292.5 :EC  0:TS  101: R   -337.2 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(61)->Node(101)),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(101)->Node(61)),(Robot(R8): Node(42)->Node(7)),(None: None->None)) 
Eps 3612: ENVT  101: ENVR   -292.5 :EC  0:TS  101: R   -296.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(22)->Node(82)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(26)->Node(58)),(None: None->None),(None: None->None)) 
Eps 3613: ENVT  101: ENVR   -292.5 :EC  0:TS  101: R   -247.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3614: ENVT  101: ENVR   -292.5 :EC  0:TS  101: R   -312.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(5)->Node(71)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3615: ENVT  101: ENVR   -224.1 :EC  0:TS  101: R   -327.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3616: ENVT  101: ENVR   -224.1 :EC  0:TS  101: R   -443.3 :eps 0.000:Act ((Robot(R1): Node(20)->Node(80)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3617: ENVT  101: ENVR   -224.1 :EC  0:TS  101: R   -370.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3618: ENVT  101: ENVR   -224.1 :EC  0:TS  101: R   -331.3 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(61)->Node(101)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(39)->Node(99))) 
Eps 3619: ENVT  101: ENVR   -224.1 :EC  0:TS  101: R   -286.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(39)->Node(99)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(61)->Node(30)),(Robot(R9): Node(99)->Node(39))) 
Eps 3620: ENVT  101: ENVR   -329.1 :EC  0:TS  101: R   -295.2 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(40)->Node(100)),(None: None->None),(None: None->None),(Robot(R6): Node(64)->Node(104)),(None: None->None),(Robot(R8): Node(100)->Node(40)),(None: None->None)) 
Eps 3621: ENVT  101: ENVR   -329.1 :EC  0:TS  101: R   -404.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3622: ENVT  101: ENVR   -329.1 :EC  0:TS  101: R   -373.9 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(34)->Node(64)),(None: None->None),(Robot(R5): Node(66)->Node(0)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3623: ENVT  101: ENVR   -329.1 :EC  0:TS  101: R   -259.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3624: ENVT  101: ENVR   -329.1 :EC  0:TS  101: R   -328.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(97)->Node(37)),(None: None->None),(Robot(R7): Node(37)->Node(97)),(None: None->None),(None: None->None)) 
Eps 3625: ENVT  101: ENVR   -381.4 :EC  0:TS  101: R   -363.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(66)->Node(0)),(None: None->None),(Robot(R4): Node(5)->Node(71)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3626: ENVT  101: ENVR   -381.4 :EC  0:TS  101: R   -368.0 :eps 0.000:Act ((Robot(R1): Node(37)->Node(2)),(None: None->None),(None: None->None),(Robot(R4): Node(80)->Node(14)),(Robot(R5): Node(90)->Node(24)),(None: None->None),(Robot(R7): Node(99)->Node(39)),(None: None->None),(None: None->None)) 
Eps 3627: ENVT  101: ENVR   -381.4 :EC  0:TS  101: R   -279.5 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(67)->Node(7)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(13)->Node(79)),(None: None->None),(None: None->None)) 
Eps 3628: ENVT  101: ENVR   -381.4 :EC  0:TS  101: R   -259.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(97)->Node(37)),(None: None->None),(Robot(R6): Node(101)->Node(61)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3629: ENVT  101: ENVR   -381.4 :EC  0:TS  101: R   -362.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3630: ENVT  101: ENVR   -369.6 :EC  0:TS  101: R   -366.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3631: ENVT  101: ENVR   -369.6 :EC  0:TS  101: R   -325.3 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(21)->Node(53)),(None: None->None),(Robot(R8): Node(81)->Node(21)),(None: None->None)) 
Eps 3632: ENVT  101: ENVR   -369.6 :EC  0:TS  101: R   -353.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(58)->Node(27)),(None: None->None)) 
Eps 3633: ENVT  101: ENVR   -369.6 :EC  0:TS  101: R   -375.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3634: ENVT  101: ENVR   -369.6 :EC  0:TS  101: R   -399.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(64)->Node(104)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3635: ENVT  101: ENVR   -298.6 :EC  0:TS  101: R   -356.3 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(33)->Node(63)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(82)->Node(16))) 
Eps 3636: ENVT  101: ENVR   -298.6 :EC  0:TS  101: R   -338.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(24)->Node(84)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3637: ENVT  101: ENVR   -298.6 :EC  0:TS  101: R   -341.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(102)->Node(62))) 
Eps 3638: ENVT  101: ENVR   -298.6 :EC  0:TS  101: R   -329.0 :eps 0.000:Act ((Robot(R1): Node(9)->Node(75)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3639: ENVT  101: ENVR   -298.6 :EC  0:TS  101: R   -298.6 :eps 0.000:Act ((Robot(R1): Node(20)->Node(52)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3640: ENVT  101: ENVR   -388.2 :EC  0:TS  101: R   -352.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(36)->Node(96)),(None: None->None),(None: None->None)) 
Eps 3641: ENVT  101: ENVR   -388.2 :EC  0:TS  101: R   -312.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(64)->Node(104)),(None: None->None),(None: None->None),(Robot(R7): Node(93)->Node(33)),(Robot(R8): Node(104)->Node(64)),(None: None->None)) 
